web_scraper_order,web_scraper_start_url,category,category_href,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji,emoji_name,emoji_description
"1573497591-739","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","👁️‍🗨️ Eye in Speech Bubble","https://emojipedia.org/eye-in-speech-bubble/","👁️‍🗨️","️‍🗨️ Eye in Speech Bubble","A speech bubble showing an eye inside. When using text-to-speech on Apple platforms, this emoji is read aloud as: ""Eye in speech bubble representing anti-bullying campaign"". This emoji was released in conjunction with the Ad Council for the I Am A Witness campaign.
The Eye in Speech Bubble emoji is a sequence of the 👁 Eye and 🗨 Left Speech Bubble emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.


Eye in Speech Bubble was added to Emoji 2.0 in 2015."
"1573495459-655","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","⤴ Right Arrow Curving Up","https://emojipedia.org/arrow-pointing-rightwards-then-curving-upwards/","⤴️","Right Arrow Curving Up","A curved arrow pointing up.

Right Arrow Curving Up was approved as part of Unicode 3.2 in 2002
under the name “Arrow Pointing Rightwards Then Curving Upwards”
and added to Emoji 1.0 in 2015."
"1573510820-1291","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","❄ Snowflake","https://emojipedia.org/snowflake/","❄️","Snowflake","The unique, feathery ice crystal of a snowflake. Depicted as a bluish-white snowflake with six, intricate, symmetrical branches.
Like 🌨️ Cloud With Snow, may be used as a weather icon to represent a snowstorm or a cold, snowy day. May also be used for various content concerning wintertime, cold climates, and winter activity, such as skiing.

Snowflake was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573486265-334","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇶🇦 Flag: Qatar","https://emojipedia.org/flag-for-qatar/","🇶🇦","🇦 Flag: Qatar","The flag for Qatar, which may show as the letters QA on some platforms.
The Flag: Qatar emoji is a sequence of the 🇶 Regional Indicator Symbol Letter Q and 🇦 Regional Indicator Symbol Letter A emojis.
These display as a single emoji on supported platforms.

Flag: Qatar was added to Emoji 1.0 in 2015."
"1573498497-808","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔒 Locked","https://emojipedia.org/lock/","🔒","Locked","A locked (closed) padlock, as used to secure a latch or chain, or as an icon for a secure internet connection, private account, or locked device. Generally depicted with a gold base and silver shackle. WhatsApp’s design is silver.
Commonly used for content concerning safety, security, privacy, and protection as well as various senses of lock, e.g., locked in/down.
This emoji does not display in page titles on Apple’s Safari web browser, presumably to prevent less reputable sites from pretending to be secure (encrypted using HTTPS).
See also: 🔏 Locked With Pen and 🔐 Locked With Key.

Locked was approved as part of Unicode 6.0 in 2010
under the name “Lock”
and added to Emoji 1.0 in 2015."
"1573496762-704","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","♦ Diamond Suit","https://emojipedia.org/black-diamond-suit/","♦️","Diamond Suit","A diamond symbol emoji, which is used in card games for the diamonds suit.
See the glossary for information on the term black in unicode character names.

Diamond Suit was approved as part of Unicode 1.1 in 1993
under the name “Black Diamond Suit”
and added to Emoji 1.0 in 2015."
"1573494616-625","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","♓ Pisces","https://emojipedia.org/pisces/","♓","Pisces","The Pisces astrological sign in the Zodiac. This Zodiac Symbol represents a Fish.

Pisces was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573505523-1100","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🥊 Boxing Glove","https://emojipedia.org/boxing-glove/","🥊","Boxing Glove","A padded boxing glove, used in the sport of boxing. Usually red.

Boxing Glove was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016."
"1573517646-1829","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🥰 Smiling Face With Hearts","https://emojipedia.org/smiling-face-with-smiling-eyes-and-three-hearts/","🥰","Smiling Face With Hearts","A yellow face with smiling eyes, a closed smile, rosy cheeks, and several hearts floating around its head. Expresses a range of happy, affectionate feelings, especially being in love. The number of hearts (three or more) varies by platform.
Apple's design features the same expression as its ☺️ Smiling Face.   

Smiling Face With Hearts was approved as part of Unicode 11.0 in 2018
under the name “Smiling Face With Smiling Eyes and Three Hearts”
and added to Emoji 11.0 in 2018."
"1573499974-902","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📠 Fax Machine","https://emojipedia.org/fax-machine/","📠","Fax Machine","A fax machine, as scans and transmits documents over a telephone line. Common in the 1980–90s before the internet. Depicted as a white or black machine with a telephone handset, keypad, display screen, and paper in its tray. Very occasionally used as icon before a fax number or as a pun on facts.
Not to be confused with 🖨️ Printer.

Fax Machine was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573515509-1588","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧕 Woman With Headscarf","https://emojipedia.org/person-with-headscarf/","🧕","Woman With Headscarf","A person (generally depicted as a woman) wearing a headscarf. While the type of  headscarf is not specified, this is most commonly displayed as a woman wearing a hijab.

Woman With Headscarf was approved as part of Unicode 10.0 in 2017
under the name “Person With Headscarf”
and added to Emoji 5.0 in 2017."
"1573516793-1637","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👩‍⚕️ Woman Health Worker","https://emojipedia.org/female-health-worker/","👩‍⚕️","‍⚕️ Woman Health Worker","A woman working in the field of health care. This may be used to represent a doctor, nurse, or pharmacist.
See also: 👨‍⚕️ Male Health Worker
The Woman Health Worker emoji is a sequence of the 👩 Woman and ⚕ Staff of Aesculapius emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Health Worker was added to Emoji 4.0 in 2016."
"1573517436-1772","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🥺 Pleading Face","https://emojipedia.org/face-with-pleading-eyes/","🥺","Pleading Face","A yellow face with furrowed eyebrows, a small frown, and large, “puppy dog” eyes, as if begging or pleading. May also represent adoration or feeling touched by a loving gesture.

Pleading Face was approved as part of Unicode 11.0 in 2018
under the name “Face With Pleading Eyes”
and added to Emoji 11.0 in 2018."
"1573517501-1791","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤧 Sneezing Face","https://emojipedia.org/sneezing-face/","🤧","Sneezing Face","A yellow face with scrunched, X-shaped eyes sneezing or blowing its nose into a white tissue, as if from a cold or allergies. Often depicted with a crumpled-looking mouth.
May also represent someone in an emotional state wiping away tears, as at a wedding.

Sneezing Face was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016."
"1573506891-1150","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🚴‍♂️ Man Biking","https://emojipedia.org/man-biking/","🚴‍♂️","‍♂️ Man Biking","The male version of the 🚴 Bicyclist emoji. Currently identical in appearance to the non-gendered base emoji.
The Man Biking emoji is a sequence of the 🚴 Bicyclist and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Biking was added to Emoji 4.0 in 2016."
"1573516789-1636","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍🎓 Man Student","https://emojipedia.org/male-student/","👨‍🎓","‍🎓 Man Student","The Man Student emoji is a sequence of the 👨 Man and 🎓 Graduation Cap emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Student was added to Emoji 4.0 in 2016."
"1573488843-461","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇩🇿 Flag: Algeria","https://emojipedia.org/flag-for-algeria/","🇩🇿","🇿 Flag: Algeria","The flag for Algeria, which may show as the letters DZ on some platforms.
The Flag: Algeria emoji is a sequence of the 🇩 Regional Indicator Symbol Letter D and 🇿 Regional Indicator Symbol Letter Z emojis.
These display as a single emoji on supported platforms.

Flag: Algeria was added to Emoji 1.0 in 2015."
"1573504198-1053","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏣 Japanese Post Office","https://emojipedia.org/japanese-post-office/","🏣","Japanese Post Office","A Japanese post office, featuring the テ Japanese postal mark on the front of the building (or showing this mark instead of the building in Microsoft’s artwork).

Japanese Post Office was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
