web_scraper_order,web_scraper_start_url,category,category_href,category_emoji_character,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji_character,emoji_name,emoji_description,emoji_name_aliases,emoji_apple_name,emoji_unicode_name,emoji_codepoints,emoji_shortcodes,emoji_references
"1573612211-1668","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🐨 Koala","https://emojipedia.org/koala/","🐨","Koala","A friendly, cartoon-styled face of a koala—a bear-like marsupial known for eating eucalyptus and sleeping—looking straight ahead. Depicted as a gray face with round, fluffy ears and a large, black nose.
Often used with an affectionate tone and in association with Australia, where the animal is found.
Available as an Apple Animoji.
Google’s koala was previously climbing a tree. Softbank’s koala previously resembled 🐻 Bear Face.

Koala was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🐨 Koala Bear","Koala Face","null","U+1F428",":koala:","🐻 Bear
🐱 Cat Face
🐶 Dog Face
🌏 Globe Showing Asia-Australia
🌲 Evergreen Tree
🇦🇺 Flag: Australia
🐹 Hamster
🦘 Kangaroo
🍃 Leaf Fluttering in Wind
🐼 Panda
🐰 Rabbit Face
😴 Sleeping Face
💤 Zzz
🕷 Spider
🧸 Teddy Bear"
"1573610203-765","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","🔣","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🔲 Black Square Button","https://emojipedia.org/black-square-button/","🔲","Black Square Button","Black Square Button was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","null","Black Square Button","null","U+1F532",":black_square_button:","⬛ Black Large Square
⏹️ Stop Button
🆑 CL Button
🆔 ID Button
🆗 OK Button
🆘 SOS Button
🆚 Vs Button
🔳 White Square Button"
"1573612207-1666","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🦘 Kangaroo","https://emojipedia.org/kangaroo/","🦘","Kangaroo","A kangaroo, a marsupial with a large tail and legs. Depicted in yellowish-brown in full profile facing left with large, pointed ears, shown either resting on its hind legs and tail or jumping.
Commonly used in connection with Australia, where the animal is found.

Kangaroo was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018.","🦘 Roo","Kangaroo","null","U+1F998","null","🦘 on Instagram
🦘 on Twitter
🦘 on Wikipedia
🦘 on Yelp
🦘 on YouTube
🦘 on Google Trends
🦘 on Nomad List"
"1573613026-2033","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","😰 Anxious Face With Sweat","https://emojipedia.org/face-with-open-mouth-and-cold-sweat/","😰","Anxious Face With Sweat","A face with open eyes and a small, open frown. Its eyebrows are furrowed, with a single bead of cold sweat dripping down, and its forehead is pale blue, as if experiencing a cold flash. Samsung's design shows upper teeth and tongue.
Meaning widely varies, but commonly conveys such feelings as sadness, disappointment, fear, and anxiety. Similar to 😥 Sad but Relieved Face, but with a blue head and larger frown.
Not to be confused with 😢 Crying Face, 😪 Sleepy Face, or other emojis with tear or sweat droplets. Microsoft and Samsung previously featured smileys that appeared more excited in expression.

Anxious Face With Sweat was approved as part of Unicode 6.0 in 2010
under the name “Face With Open Mouth and Cold Sweat”
and added to Emoji 1.0 in 2015.","😰 Blue Face
😰 Concerned Face
😰 Nervous Face","Face With Open Mouth and Cold Sweat","Face With Open Mouth and Cold Sweat","U+1F630",":cold_sweat:","😿 Crying Cat
😢 Crying Face
😥 Sad but Relieved Face
😵 Dizzy Face
🤤 Drooling Face
💧 Droplet
😱 Face Screaming in Fear
😓 Downcast Face With Sweat
😮 Face With Open Mouth
😳 Flushed Face
👻 Ghost
😬 Grimacing Face
😯 Hushed Face
😭 Loudly Crying Face
🥵 Hot Face
😔 Pensive Face
🙁 Slightly Frowning Face
😅 Grinning Face With Sweat
💦 Sweat Droplets
😫 Tired Face
🙀 Weary Cat
😩 Weary Face
☹ Frowning Face
😟 Worried Face
🤐 Zipper-Mouth Face"
"1573611165-1198","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🕰 Mantelpiece Clock","https://emojipedia.org/mantelpiece-clock/","🕰️","Mantelpiece Clock","An antique-styled mantel clock with a flat base and rounded case, as made of wood and brass and placed above a fireplace.
Commonly used for various content concerning time. May also suggest a traditional home or old-time environment. 
Samsung’s design features a more modern-looking, blue clock.

Mantelpiece Clock was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015.","null","Mantelpiece Clock","null","U+1F570","null","🕰️ on Instagram
🕰️ on Twitter
🕰️ on Wikipedia
🕰️ on Yelp
🕰️ on YouTube
🕰️ on Google Trends
🕰️ on Nomad List"
"1573611259-1242","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛳 Passenger Ship","https://emojipedia.org/passenger-ship/","🛳️","Passenger Ship","Passenger Ship was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015.","null","Passenger Ship","null","U+1F6F3","null","🛳️ on Instagram
🛳️ on Twitter
🛳️ on Wikipedia
🛳️ on Yelp
🛳️ on YouTube
🛳️ on Google Trends
🛳️ on Nomad List"
"1573611417-1316","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏤 Post Office","https://emojipedia.org/european-post-office/","🏤","Post Office","A European-style post office. A postal horn can be seen on the front, which is commonly found in the logos of European Postal Services.

Post Office was approved as part of Unicode 6.0 in 2010
under the name “European Post Office”
and added to Emoji 1.0 in 2015.","🏤 Post Office","European Post Office","European Post Office","U+1F3E4",":european_post_office:","💶 Euro Banknote
📪 Closed Mailbox With Lowered Flag
 📫 Closed Mailbox With Raised Flag
✉ Envelope
📩 Envelope With Arrow
🏰 Castle
🇪🇺 Flag: European Union
📨 Incoming Envelope
🏣 Japanese Post Office
🏢 Office Building
📭 Open Mailbox With Lowered Flag
📬 Open Mailbox With Raised Flag
📯 Postal Horn
📮 Postbox"
"1573613124-2080","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤗 Hugging Face","https://emojipedia.org/hugging-face/","🤗","Hugging Face","A yellow face smiling with open hands, as if giving a hug. Many platforms feature the same expression as their 😊 Smiling Face With Smiling Eyes.
May be used to offer thanks and support, show love and care, or express warm, positive feelings more generally. Due to its hand gesture, often used to represent jazz hands, indicating such feelings as excitement, enthusiasm, or a sense of flourish or accomplishment.
Joins 🤔 Thinking Face, 🤫 Shushing Face, and 🤭 Face With Hand Over Mouth as one of the few smileys featuring hands.

 Hugging Face was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015.","🤗 Hug
🤗 Hugging
🤗 Hugs","Happy Face With Hugging Hands","null","U+1F917","null","🤗 on Instagram
🤗 on Twitter
🤗 on Wikipedia
🤗 on Yelp
🤗 on YouTube
🤗 on Google Trends
🤗 on Nomad List"
"1573612126-1628","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🐛 Bug","https://emojipedia.org/bug/","🐛","Bug","A bug, or insect, generally depicted as a caterpillar, which becomes a 🦋 Butterfly. Shown in full profile facing left, inching up on the back of its green, segmented, and textured body. Often featuring black stripes or yellow dots and tentacles on its head.
May be used to represent various insects, worms, and related animals. May also be used for metaphorical senses of bug.
Twitter’s bug is purple. Apple’s bug is hairy with a red head and legs and black stripes on its body. Microsoft’s bug also has a red head, Facebook’s is yellowish-orange. Google and Microsoft’s bugs previously resembled an orange centipede or millipede, and Samsung’s had a cartoon-styled face with a purple nose.


Bug was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.","🐛 Caterpillar
🐛 Insect","Bug","null","U+1F41B",":bug:","🐜 Ant
🦋 Butterfly
🦗 Cricket
🍂 Fallen Leaf
🐸 Frog
🐝 Honeybee
🏡 House With Garden
🐞 Lady Beetle
🦎 Lizard
🦠 Microbe
🔬 Microscope
🦟 Mosquito
🧫 Petri Dish
🦂 Scorpion
🐌 Snail
🕷 Spider
🕸 Spider Web"
"1573611184-1207","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🛢 Oil Drum","https://emojipedia.org/oil-drum/","🛢️","Oil Drum","A barrel for transporting bulk liquids, such as oil. Generally depicted as a red or blue metal drum with holes or a stopper on its lid. Commonly used for various content concerning petroleum or hazardous waste.
Google’s design displays a yellow oil drop symbol. Samsung's design previously featured a yellow hazard sign.

Oil Drum was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015.","null","Oil Drum","null","U+1F6E2","null","🛢️ on Instagram
🛢️ on Twitter
🛢️ on Wikipedia
🛢️ on Yelp
🛢️ on YouTube
🛢️ on Google Trends
🛢️ on Nomad List"
"1573611906-1527","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍆 Eggplant","https://emojipedia.org/aubergine/","🍆","Eggplant","A long, bulbous, bright purple eggplant, or aubergine in British English, shown with a leafy stem. Considered lucky in Japan to dream of an eggplant the first night of the New Year. 
Widely used to represent a penis. Due to its phallic use, the hashtag #🍆 was once banned (2015) on Instagram's search function.

Eggplant was approved as part of Unicode 6.0 in 2010
under the name “Aubergine”
and added to Emoji 1.0 in 2015.","🍆 Eggplant
🍆 Phallic
🍆 Purple Vegetable","Eggplant","Aubergine","U+1F346",":eggplant:","🥖 Baguette Bread
🍌 Banana
🦴 Bone
🥦 Broccoli
🥕 Carrot
🧀 Cheese Wedge
🍒 Cherries
🥒 Cucumber
🌽 Ear of Corn
🍤 Fried Shrimp
🍇 Grapes
👺 Goblin
🏩 Love Hotel
🍄 Mushroom
🍑 Peach
🥔 Potato
🍠 Roasted Sweet Potato
🚀 Rocket
🍝 Spaghetti
💦 Sweat Droplets"
"1573612072-1604","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","🌾 Sheaf of Rice","https://emojipedia.org/ear-of-rice/","🌾","Sheaf of Rice","A rice plant, as grown before harvesting and processing. Depicted as a sheaf of Asian rice with green leaves and yellow seed heads drooping over to the right or left.
May be consumed in the form of 🍚 Cooked Rice. May be used to represent a variety of cereal grains (e.g., wheat, corn, oats, sorghum) as well as crops, fields and harvests, and farming more generally.

Sheaf of Rice was approved as part of Unicode 6.0 in 2010
under the name “Ear of Rice”
and added to Emoji 1.0 in 2015.","🌾 Crop
🌾 Farming
🌾 Wheat","Ear of Rice","Ear of Rice","U+1F33E",":ear_of_rice:","🍚 Cooked Rice
🍛 Curry Rice
🌳 Deciduous Tree
🌽 Ear of Corn
🌲 Evergreen Tree
🤠 Cowboy Hat Face
🌿 Herb
🐎 Horse
👨‍🌾 Man Farmer
🍄 Mushroom
🐂 Ox
🎍 Pine Decoration
🥔 Potato
🍙 Rice Ball
🍘 Rice Cracker
🍶 Sake
🌱 Seedling
🎋 Tanabata Tree
🚜 Tractor
🐃 Water Buffalo
👩‍🌾 Woman Farmer"
"1573609646-524","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇹🇻 Flag: Tuvalu","https://emojipedia.org/flag-for-tuvalu/","🇹🇻","Flag: Tuvalu","The flag for Tuvalu, which may show as the letters TV on some platforms.
The Flag: Tuvalu emoji is a sequence of the 🇹 Regional Indicator Symbol Letter T and 🇻 Regional Indicator Symbol Letter V emojis.
These display as a single emoji on supported platforms.

Flag: Tuvalu was added to Emoji 1.0 in 2015.","🇹🇻 Tuvaluan Flag","Flag of Tuvalu","null","U+1F1F9","null","🇹🇻 on Instagram
🇹🇻 on Twitter
🇹🇻 on Wikipedia
🇹🇻 on Yelp
🇹🇻 on YouTube
🇹🇻 on Google Trends
🇹🇻 on Nomad List"
"1573611283-1253","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🛴 Kick Scooter","https://emojipedia.org/scooter/","🛴","Kick Scooter","A non-motorized scooter, with two wheels and handles.

Kick Scooter was approved as part of Unicode 9.0 in 2016
under the name “Scooter”
and added to Emoji 3.0 in 2016.","null","Scooter","Scooter","U+1F6F4","null","🛴 on Instagram
🛴 on Twitter
🛴 on Wikipedia
🛴 on Yelp
🛴 on YouTube
🛴 on Google Trends
🛴 on Nomad List"
"1573611966-1554","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻","Animals & Nature","Emojis for animals, nature, and weather.","⛄ Snowman Without Snow","https://emojipedia.org/snowman-without-snow/","⛄","Snowman Without Snow","A classic snowman, as Frosty the Snowman. Depicted as a snowman, facing forward, made from two or three large snowballs and stick arms, dressed with a top hat, a carrot nose, coal eyes, and two or three buttons on its torso. Sometimes shown with a smile and a red scarf.
Often used for various content concerning winter fun and Christmastime.
Vendors implement the same figure for their ☃️ Snowman, but which has snowflakes falling on it.
Google’s snowman is wearing green gloves, though its snowman previously lacked any attire. Samsung's previously lacked a hat.

Snowman Without Snow was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015.","⛄ Frosty The Snowman
⛄ Olaf
⛄ Snowman","Snowman","null","U+26C4",":snowman:","🎄 Christmas Tree
🌨 Cloud With Snow
🥌 Curling Stone
🎅 Santa Claus
🥶 Cold Face
🏒 Ice Hockey
⛸ Ice Skate
🤶 Mrs. Claus
🎿 Skis
⛷ Skier
🛷 Sled
🏔 Snow-Capped Mountain
🏂 Snowboarder
❄ Snowflake
☃ Snowman"
